Customer-ID,ProductID,PurchaseQuantity,Categories,Products,CustomerName,Gender
CUSTIDXX-51042,PRODOXIID46,25,Frozen Foods,    Frozen Burritos,Laurie Rodriguez,F
CUSTIDXX-51043,PRODOXIID76,8,Condiments and Sauces,    Worcestershire Sauce,Christian Howard,F
CUSTIDXX-51044,PRODOXIID138,5,Personal Care and Beauty,    Lotion,Jason Foster,F
CUSTIDXX-51049,PRODOXIID280,21,Ethnic Foods,    Mexican Salsa,Cameron Dillon,F
CUSTIDXX-51051,PRODOXIID199,16,Electronics and Appliances,    Wireless Mouse,Susan Edwards,F
CUSTIDXX-51054,PRODOXIID294,25,Deli and Prepared Foods,    Pasta Salad,Robert Scott,F
CUSTIDXX-51057,PRODOXIID259,24,Outdoor and Garden,    Outdoor Umbrella,Suzanne Williams,F
CUSTIDXX-51059,PRODOXIID191,8,Electronics and Appliances,    Phone Chargers,Rebecca Taylor,F
CUSTIDXX-51061,PRODOXIID37,2,Bakery,Cakes,Karen Perez,F
CUSTIDXX-51063,PRODOXIID30,9,Bakery,Bread,Edward Savage,F
CUSTIDXX-51065,PRODOXIID108,2,Baking Supplies,    Pie Crust Mix,Mark Wolf,F
CUSTIDXX-51067,PRODOXIID92,7,Pasta Rice and Grains,    Quinoa,Denise Hansen,F
CUSTIDXX-51068,PRODOXIID249,4,Seasonal Items,    New Year's Eve Party Supplies,Julie Randolph,F
CUSTIDXX-51069,PRODOXIID95,4,Pasta Rice and Grains,    Instant Rice,Stephanie Galvan,F
CUSTIDXX-51072,PRODOXIID59,19,Canned and Packaged Goods,    Instant Noodles,Kevin Jones,F
CUSTIDXX-51074,PRODOXIID70,1,Condiments and Sauces,    Ketchup,Lisa Sullivan,F
CUSTIDXX-51077,PRODOXIID138,14,Personal Care and Beauty,    Lotion,Amber Liu,F
CUSTIDXX-51078,PRODOXIID156,14,Pet Supplies,    Pet Brushes,Lisa Olsen,F
CUSTIDXX-51082,PRODOXIID146,7,Baby and Toddler,    Baby Lotion,Jessica Henderson,F
CUSTIDXX-51083,PRODOXIID90,16,Pasta Rice and Grains,    Pasta,Tara Olson,F
CUSTIDXX-51085,PRODOXIID19,11,Dairy ,White Cream,Pamela Delacruz,F
CUSTIDXX-51086,PRODOXIID155,10,Pet Supplies,    Pet Shampoo,Kevin Jones,F
CUSTIDXX-51088,PRODOXIID205,5,Home and Kitchen,    Dish Rack,Dana Nielsen,F
CUSTIDXX-51089,PRODOXIID11,6,Dairy ,Cheese,Laura Bartlett,F
CUSTIDXX-51090,PRODOXIID21,23,Meat and Seafood,Chicken,William Orozco,F
CUSTIDXX-51092,PRODOXIID109,3,Baking Supplies,    Food Coloring,Robert Turner,F
CUSTIDXX-51093,PRODOXIID147,17,Baby and Toddler,    Baby Powder,Janet Howell,F
CUSTIDXX-51095,PRODOXIID125,1,Household Essentials,    Dish Soap,Vernon Bates,F
CUSTIDXX-51100,PRODOXIID65,11,Snacks and Beverages,    Granola Bars,Tony House,F
CUSTIDXX-51101,PRODOXIID3,18,Produce,Lettuce,Melinda Green,F
CUSTIDXX-51102,PRODOXIID274,6,Sports and Fitness,    Fitness Tracker,Brian Cooper,F
CUSTIDXX-51103,PRODOXIID118,15,Beverages,    Bottled Frappuccino,Michael Hill,F
CUSTIDXX-51104,PRODOXIID234,3,Automotive and Hardware,    Flashlight,James Sherman,F
CUSTIDXX-51105,PRODOXIID142,3,Baby and Toddler,    Baby Formula,Gabrielle Collins,F
CUSTIDXX-51106,PRODOXIID73,4,Condiments and Sauces,    Barbecue Sauce,Morgan Mason,F
CUSTIDXX-51107,PRODOXIID27,9,Meat and Seafood,Ham,Virginia Wilson,F
CUSTIDXX-51108,PRODOXIID153,19,Pet Supplies,    Cat Litter,Jon Lewis,F
CUSTIDXX-51109,PRODOXIID129,16,Household Essentials,    Disposable Plates,Sharon Thomas,F
CUSTIDXX-51110,PRODOXIID142,1,Baby and Toddler,    Baby Formula,Kristen Martin,F
CUSTIDXX-51111,PRODOXIID265,22,Books Music and Movies,    Puzzle Book,Brett Wallace,F
CUSTIDXX-51114,PRODOXIID247,23,Seasonal Items,    Spring Planters,Marc Roberts,F
CUSTIDXX-51115,PRODOXIID212,8,Toys and Games,    Doll,Lauren Elliott,F
CUSTIDXX-51117,PRODOXIID278,17,Sports and Fitness,    Gym Bag,Tammy Singh,F
CUSTIDXX-51119,PRODOXIID287,9,Ethnic Foods,    Korean Kimchi,Tonya Osborn,F
CUSTIDXX-51121,PRODOXIID177,11,Office and School Supplies,    Backpacks,Ronald Sims,F
CUSTIDXX-51122,PRODOXIID208,20,Home and Kitchen,    Mixing Bowls,Charles May,F
CUSTIDXX-51126,PRODOXIID186,8,Hygiene,    Vacuum Cleaner Bags,Eric Payne,F
CUSTIDXX-51127,PRODOXIID64,7,Snacks and Beverages,    Nuts,Danielle Anderson,F
CUSTIDXX-51128,PRODOXIID238,14,Automotive and Hardware,    Safety Vest,Tiffany Clark,F
CUSTIDXX-51132,PRODOXIID5,21,Produce,Potato,Danny Salas,F
CUSTIDXX-51134,PRODOXIID209,13,Home and Kitchen,    Trash Can,Jennifer Kelley,F
CUSTIDXX-51136,PRODOXIID221,21,Apparel and Accessories        ,    Jeans,Sandra Morrison,F
CUSTIDXX-51137,PRODOXIID204,3,Home and Kitchen,    Toaster Oven,Laura Williams,F
CUSTIDXX-51141,PRODOXIID133,3,Personal Care and Beauty,    Soap Bars,Joshua Carroll,F
CUSTIDXX-51142,PRODOXIID165,21,Medical Supplies,    Bandages,Margaret Johnson,F
CUSTIDXX-51144,PRODOXIID205,6,Home and Kitchen,    Dish Rack,Craig Anderson,F
CUSTIDXX-51147,PRODOXIID60,14,Snacks and Beverages,    Potato Chips,John Cox,F
CUSTIDXX-51148,PRODOXIID256,23,Outdoor and Garden,    Outdoor Lanterns,Melinda Blackwell,F
CUSTIDXX-51149,PRODOXIID144,20,Baby and Toddler,    Pacifiers,Cody Ramirez,F
CUSTIDXX-51151,PRODOXIID134,12,Personal Care and Beauty,    Toothpaste,Brett Baldwin,F
CUSTIDXX-51152,PRODOXIID134,2,Personal Care and Beauty,    Toothpaste,Jill Mccall,F
CUSTIDXX-51155,PRODOXIID67,5,Snacks and Beverages,    Soda,Gary Hill,F
CUSTIDXX-51157,PRODOXIID143,12,Baby and Toddler,    Baby Food,Anthony Patterson,F
CUSTIDXX-51161,PRODOXIID49,19,Frozen Foods,    Frozen Waffles,Michael Bryant,F
CUSTIDXX-51163,PRODOXIID248,18,Seasonal Items,    Fourth of July Flags,Mark Sanchez,F
CUSTIDXX-51164,PRODOXIID79,9,Condiments and Sauces,    Salsa,Raymond Noble,F
CUSTIDXX-51168,PRODOXIID153,7,Pet Supplies,    Cat Litter,Lindsay Davis,F
CUSTIDXX-51169,PRODOXIID235,4,Automotive and Hardware,    Screwdriver Set,Ryan Jensen,F
CUSTIDXX-51170,PRODOXIID228,16,Apparel and Accessories        ,    Watch,Austin Perkins,F
CUSTIDXX-51173,PRODOXIID231,11,Automotive and Hardware,    Car Battery,Douglas Lopez,F
CUSTIDXX-51175,PRODOXIID85,24,Breakfast and Cereal,    Instant Pancake Mix,Meredith Rios,F
CUSTIDXX-51180,PRODOXIID198,6,Electronics and Appliances,    Surge Protectors,Amanda Ortega,F
CUSTIDXX-51184,PRODOXIID239,15,Automotive and Hardware,    Windshield Wipers,Tina Velez,F
CUSTIDXX-51187,PRODOXIID64,23,Snacks and Beverages,    Nuts,Nancy Bradford,F
CUSTIDXX-51190,PRODOXIID169,12,Medical Supplies,    Heating Pads,Danny Farmer,F
CUSTIDXX-51191,PRODOXIID111,10,Beverages,    Tea Bags,Brett Wallace,F
CUSTIDXX-51192,PRODOXIID69,16,Snacks and Beverages,    Juice,Karen Martinez,F
CUSTIDXX-51195,PRODOXIID12,22,Dairy ,Yogurt,Ryan Flowers,F
CUSTIDXX-51197,PRODOXIID65,7,Snacks and Beverages,    Granola Bars,Marc Bonilla,F
CUSTIDXX-51198,PRODOXIID1,25,Produce,Banana,Charles Lawrence,F
CUSTIDXX-51201,PRODOXIID248,6,Seasonal Items,    Fourth of July Flags,Nicholas Mitchell,F
CUSTIDXX-51202,PRODOXIID181,13,Hygiene,    Glass Cleaner,John Williams,F
CUSTIDXX-51203,PRODOXIID217,1,Toys and Games,    Building Blocks,Joseph Gutierrez,F
CUSTIDXX-51209,PRODOXIID83,20,Breakfast and Cereal,    Maple Syrup,Cynthia Woodard,F
CUSTIDXX-51210,PRODOXIID45,1,Frozen Foods,    Frozen Pizza,Patrick Rhodes,F
CUSTIDXX-51211,PRODOXIID249,14,Seasonal Items,    New Year's Eve Party Supplies,Richard Barrett,F
CUSTIDXX-51212,PRODOXIID91,2,Pasta Rice and Grains,    Rice,Krista Evans,F
CUSTIDXX-51213,PRODOXIID167,4,Medical Supplies,    Hand Sanitizer,Nicholas Tapia,F
CUSTIDXX-51215,PRODOXIID245,2,Seasonal Items,    Summer Beach Towel,Joe Brown,F
CUSTIDXX-51217,PRODOXIID117,23,Beverages,    Iced Tea Mix,Breanna Zavala,F
CUSTIDXX-51218,PRODOXIID133,5,Personal Care and Beauty,    Soap Bars,Steven White,F
CUSTIDXX-51223,PRODOXIID134,21,Personal Care and Beauty,    Toothpaste,Austin Zuniga,F
CUSTIDXX-51228,PRODOXIID268,14,Books Music and Movies,    Classic Movie DVD,Michael Vasquez,F
CUSTIDXX-51229,PRODOXIID242,1,Seasonal Items,    Easter Eggs,Kristin Sanchez,F
CUSTIDXX-51232,PRODOXIID39,1,Bakery,Rolls,Pamela Cook,F
CUSTIDXX-51233,PRODOXIID45,19,Frozen Foods,    Frozen Pizza,Jeanne Garcia,F
CUSTIDXX-51234,PRODOXIID49,1,Frozen Foods,    Frozen Waffles,Richard Ortiz,F
CUSTIDXX-51235,PRODOXIID13,2,Dairy ,Butter,Amy Huber,F
CUSTIDXX-51240,PRODOXIID274,21,Sports and Fitness,    Fitness Tracker,Jason Woods,F
CUSTIDXX-51241,PRODOXIID114,14,Beverages,    Energy Drinks,Janet West,F
CUSTIDXX-51242,PRODOXIID188,18,Hygiene,    Sponges,Diane Mcdonald,F
CUSTIDXX-51243,PRODOXIID27,19,Meat and Seafood,Ham,Matthew Moore,F
CUSTIDXX-51248,PRODOXIID245,5,Seasonal Items,    Summer Beach Towel,Mario White,F
CUSTIDXX-51251,PRODOXIID111,22,Beverages,    Tea Bags,Elizabeth Christensen,F
CUSTIDXX-51253,PRODOXIID229,20,Apparel and Accessories        ,    Handbag,Nathan Elliott,F
CUSTIDXX-51254,PRODOXIID241,21,Seasonal Items,    Halloween Costume,Malik Nelson,F
CUSTIDXX-51255,PRODOXIID279,3,Sports and Fitness,    Sports Towel,Erika Richardson,F
CUSTIDXX-51256,PRODOXIID143,5,Baby and Toddler,    Baby Food,Lauren Melton,F
CUSTIDXX-51259,PRODOXIID293,1,Deli and Prepared Foods,    Ready-to-Eat Sushi,Mary Johnson,F
CUSTIDXX-51260,PRODOXIID75,25,Condiments and Sauces,    Soy Sauce,Victoria Vega,F
CUSTIDXX-51263,PRODOXIID295,20,Deli and Prepared Foods,    Fresh Fruit Platter,Gregory Ball,F
CUSTIDXX-51268,PRODOXIID14,24,Dairy ,Eggs,Antonio Becker,F
CUSTIDXX-51272,PRODOXIID100,17,Baking Supplies,    Flour,Kylie Wilson,F
CUSTIDXX-51275,PRODOXIID31,19,Bakery,Bagels,Daniel Lambert,F
CUSTIDXX-51276,PRODOXIID111,17,Beverages,    Tea Bags,Robin Williams,F
CUSTIDXX-51278,PRODOXIID100,3,Baking Supplies,    Flour,Lisa Miller,F
CUSTIDXX-51281,PRODOXIID107,19,Baking Supplies,    Cocoa Powder,Bryan Holland,F
CUSTIDXX-51283,PRODOXIID232,5,Automotive and Hardware,    Tire Pressure Gauge,Anna Williams,F
CUSTIDXX-51285,PRODOXIID175,22,Office and School Supplies,    Sticky Notes,Spencer Conley,F
CUSTIDXX-51286,PRODOXIID118,17,Beverages,    Bottled Frappuccino,Danielle Clark,F
CUSTIDXX-51288,PRODOXIID209,22,Home and Kitchen,    Trash Can,Keith Lee,F
CUSTIDXX-51289,PRODOXIID191,13,Electronics and Appliances,    Phone Chargers,Robert Maxwell,F
CUSTIDXX-51291,PRODOXIID135,2,Personal Care and Beauty,    Mouthwash,Christine York,F
CUSTIDXX-51294,PRODOXIID130,15,Personal Care and Beauty,    Shampoo,Sarah Wilson,F
CUSTIDXX-51295,PRODOXIID122,12,Household Essentials,    Trash Bags,Donna Glass,F
CUSTIDXX-51297,PRODOXIID84,21,Breakfast and Cereal,    Breakfast Bars,Michael Anderson,F
CUSTIDXX-51298,PRODOXIID130,6,Personal Care and Beauty,    Shampoo,Jason Reyes,F
CUSTIDXX-51300,PRODOXIID232,5,Automotive and Hardware,    Tire Pressure Gauge,David Washington,F
CUSTIDXX-51303,PRODOXIID82,5,Breakfast and Cereal,    Pancake Mix,Gail Foster,F
CUSTIDXX-51305,PRODOXIID160,12,Medical Supplies,    Vitamins,Shelia Mendoza,F
CUSTIDXX-51308,PRODOXIID117,6,Beverages,    Iced Tea Mix,Jenny French,F
CUSTIDXX-51309,PRODOXIID120,1,Household Essentials,    Paper Towels,Hannah Moore,F
CUSTIDXX-51310,PRODOXIID216,12,Toys and Games,    Play-Doh Set,Nicholas Taylor,F
CUSTIDXX-51312,PRODOXIID233,23,Automotive and Hardware,    Tool Set,Denise Cantrell,F
CUSTIDXX-51313,PRODOXIID141,19,Baby and Toddler,    Baby Wipes,Aaron Cole,F
CUSTIDXX-51316,PRODOXIID177,14,Office and School Supplies,    Backpacks,Sandra Daniels,F
CUSTIDXX-51317,PRODOXIID251,1,Outdoor and Garden,    Garden Hose,Scott James,F
CUSTIDXX-51319,PRODOXIID147,2,Baby and Toddler,    Baby Powder,Kathleen Roberts MD,F
CUSTIDXX-51320,PRODOXIID201,6,Home and Kitchen,    Blender,Caleb Strickland,F
CUSTIDXX-51325,PRODOXIID8,5,Produce,Oranges,Michael Burke,F
CUSTIDXX-51326,PRODOXIID211,24,Toys and Games,    Puzzle,Tyler Hill,F
CUSTIDXX-51327,PRODOXIID251,3,Outdoor and Garden,    Garden Hose,Mckenzie Manning,F
CUSTIDXX-51328,PRODOXIID145,13,Baby and Toddler,    Baby Shampoo,James Davis,F
CUSTIDXX-51331,PRODOXIID111,9,Beverages,    Tea Bags,Katrina Horn,F
CUSTIDXX-51332,PRODOXIID216,4,Toys and Games,    Play-Doh Set,Richard Oneal,F
CUSTIDXX-51333,PRODOXIID59,20,Canned and Packaged Goods,    Instant Noodles,Kayla Mendez,F
CUSTIDXX-51334,PRODOXIID183,10,Hygiene,    Bleach,Michael Wilcox,F
CUSTIDXX-51337,PRODOXIID55,14,Canned and Packaged Goods,    Canned Fruit,Victoria Jones,F
CUSTIDXX-51338,PRODOXIID239,9,Automotive and Hardware,    Windshield Wipers,Kaitlin Franklin,F
CUSTIDXX-51339,PRODOXIID138,11,Personal Care and Beauty,    Lotion,Barbara Nielsen,F
CUSTIDXX-51340,PRODOXIID69,23,Snacks and Beverages,    Juice,Courtney Evans,F
CUSTIDXX-51341,PRODOXIID284,16,Ethnic Foods,    Thai Jasmine Rice,Ronald Bailey,F
CUSTIDXX-51342,PRODOXIID199,12,Electronics and Appliances,    Wireless Mouse,Samantha Bauer,F
CUSTIDXX-51343,PRODOXIID296,10,Deli and Prepared Foods,    Antipasto Tray,Adam Murphy,F
CUSTIDXX-51345,PRODOXIID139,13,Personal Care and Beauty,    Hair Gel,Micheal Jacobs,F
CUSTIDXX-51347,PRODOXIID31,6,Bakery,Bagels,Sean Davis,F
CUSTIDXX-51348,PRODOXIID136,16,Personal Care and Beauty,    Deodorant,Sara Riggs,F
CUSTIDXX-51351,PRODOXIID60,23,Snacks and Beverages,    Potato Chips,Valerie Bentley,F
CUSTIDXX-51353,PRODOXIID26,6,Meat and Seafood,Sausages,Krystal Young,F
CUSTIDXX-51356,PRODOXIID88,1,Breakfast and Cereal,    Breakfast Sandwiches,Rebecca Vasquez,F
CUSTIDXX-51360,PRODOXIID87,12,Breakfast and Cereal,    Breakfast Sausage,Jonathan Dyer,F
CUSTIDXX-51361,PRODOXIID211,16,Toys and Games,    Puzzle,Terry Cantrell,F
CUSTIDXX-51362,PRODOXIID41,21,Frozen Foods,    Frozen Fruits,Andres Valdez,F
CUSTIDXX-51363,PRODOXIID287,11,Ethnic Foods,    Korean Kimchi,Kimberly Price,F
CUSTIDXX-51366,PRODOXIID37,18,Bakery,Cakes,Kyle Ferguson,F
CUSTIDXX-51367,PRODOXIID167,6,Medical Supplies,    Hand Sanitizer,Suzanne Jacobs,F
CUSTIDXX-51368,PRODOXIID66,2,Snacks and Beverages,    Energy Bars,Joyce Smith,F
CUSTIDXX-51371,PRODOXIID292,2,Deli and Prepared Foods,    Rotisserie Chicken,Linda Stewart,F
CUSTIDXX-51374,PRODOXIID276,1,Sports and Fitness,    Resistance Bands,Brett Howard,F
CUSTIDXX-51376,PRODOXIID293,15,Deli and Prepared Foods,    Ready-to-Eat Sushi,Patricia King,F
CUSTIDXX-51377,PRODOXIID153,13,Pet Supplies,    Cat Litter,Tammy Norris,F
CUSTIDXX-51380,PRODOXIID65,19,Snacks and Beverages,    Granola Bars,Brad Wood,F
CUSTIDXX-51382,PRODOXIID165,22,Medical Supplies,    Bandages,Mr. Joseph Ali,F
CUSTIDXX-51385,PRODOXIID113,3,Beverages,    Soft Drinks,Greg Calhoun,F
CUSTIDXX-51386,PRODOXIID177,2,Office and School Supplies,    Backpacks,Jennifer Hogan,F
CUSTIDXX-51390,PRODOXIID247,15,Seasonal Items,    Spring Planters,Andrea Richmond,F
CUSTIDXX-51391,PRODOXIID10,17,Dairy ,Milk,Mike Joseph,F
CUSTIDXX-51392,PRODOXIID12,10,Dairy ,Yogurt,Gabriel Weiss,F
CUSTIDXX-51395,PRODOXIID252,4,Outdoor and Garden,    Patio Furniture Set,Edward Liu,F
CUSTIDXX-51396,PRODOXIID165,7,Medical Supplies,    Bandages,Stephanie Harris,F
CUSTIDXX-51397,PRODOXIID188,22,Hygiene,    Sponges,Lisa Mcdonald,F
CUSTIDXX-51398,PRODOXIID158,22,Pet Supplies,    Bird Seed,Connie Barber,F
CUSTIDXX-51400,PRODOXIID58,3,Canned and Packaged Goods,    Boxed Macaroni and Cheese,Lisa Contreras,F
CUSTIDXX-51401,PRODOXIID92,14,Pasta Rice and Grains,    Quinoa,Cindy Stone,F
CUSTIDXX-51403,PRODOXIID294,16,Deli and Prepared Foods,    Pasta Salad,Brian Robinson,F
CUSTIDXX-51406,PRODOXIID44,19,Frozen Foods,    Frozen Desserts,John Moran,F
CUSTIDXX-51408,PRODOXIID34,12,Bakery,Muffins,Samantha Jones,F
CUSTIDXX-51411,PRODOXIID183,7,Hygiene,    Bleach,Kara Stewart,F
CUSTIDXX-51412,PRODOXIID282,10,Ethnic Foods,    Chinese Noodles,David Collins,F
CUSTIDXX-51414,PRODOXIID2,6,Produce,Carrots,Frank Burke,F
CUSTIDXX-51416,PRODOXIID36,7,Bakery,Brownies,Trevor Holden,F
CUSTIDXX-51417,PRODOXIID89,8,Breakfast and Cereal,    Breakfast Burritos,Amanda Anderson,F
CUSTIDXX-51418,PRODOXIID200,7,Home and Kitchen,    Kitchen Knife Set,Shelley Gonzalez,F
CUSTIDXX-51421,PRODOXIID262,5,Books Music and Movies,    Cookbook,Anne Hays,F
CUSTIDXX-51423,PRODOXIID264,15,Books Music and Movies,    Blu-ray Movie,Zachary Harris,F
CUSTIDXX-51425,PRODOXIID256,4,Outdoor and Garden,    Outdoor Lanterns,Cory Stephens,F
CUSTIDXX-51426,PRODOXIID247,6,Seasonal Items,    Spring Planters,Matthew Christensen,F
CUSTIDXX-51427,PRODOXIID296,11,Deli and Prepared Foods,    Antipasto Tray,Lauren Mccoy,F
CUSTIDXX-51431,PRODOXIID184,25,Hygiene,    Mop and Bucket,William Smith,F
CUSTIDXX-51432,PRODOXIID156,2,Pet Supplies,    Pet Brushes,Crystal Whitaker,F
CUSTIDXX-51436,PRODOXIID59,24,Canned and Packaged Goods,    Instant Noodles,Brittany Kelly,F
CUSTIDXX-51437,PRODOXIID220,23,Apparel and Accessories        ,    T-shirt,Mrs. Lindsay Garcia DDS,F
CUSTIDXX-51444,PRODOXIID22,9,Meat and Seafood,Pork,Frederick Hernandez,F
CUSTIDXX-51447,PRODOXIID69,17,Snacks and Beverages,    Juice,Gregory Thomas,F
CUSTIDXX-51448,PRODOXIID284,3,Ethnic Foods,    Thai Jasmine Rice,Craig Savage,F
CUSTIDXX-51453,PRODOXIID36,7,Bakery,Brownies,Jacob Perkins,F
CUSTIDXX-51455,PRODOXIID286,23,Ethnic Foods,    Japanese Sushi Rice,Michael Dennis,F
CUSTIDXX-51457,PRODOXIID249,10,Seasonal Items,    New Year's Eve Party Supplies,Jennifer Oliver,F
CUSTIDXX-51458,PRODOXIID33,25,Bakery,Donuts,Mike Smith,F
CUSTIDXX-51463,PRODOXIID88,12,Breakfast and Cereal,    Breakfast Sandwiches,Zachary Clay,F
CUSTIDXX-51464,PRODOXIID49,19,Frozen Foods,    Frozen Waffles,Peter Ward,F
CUSTIDXX-51466,PRODOXIID27,14,Meat and Seafood,Ham,Dylan Haynes,F
CUSTIDXX-51468,PRODOXIID15,15,Dairy ,Cottage Cheese,Matthew Gonzales,F
CUSTIDXX-51471,PRODOXIID288,15,Ethnic Foods,    Middle Eastern Hummus,Steven Sullivan,F
CUSTIDXX-51474,PRODOXIID292,2,Deli and Prepared Foods,    Rotisserie Chicken,Amanda Mcmillan,F
CUSTIDXX-51476,PRODOXIID256,13,Outdoor and Garden,    Outdoor Lanterns,Gregory Duke,F
CUSTIDXX-51479,PRODOXIID61,6,Snacks and Beverages,    Popcorn,Roy Bean,F
CUSTIDXX-51480,PRODOXIID56,17,Canned and Packaged Goods,    Canned Tuna,Erin Morris,F
CUSTIDXX-51482,PRODOXIID35,12,Bakery,Cookies,Michael Alexander,F
CUSTIDXX-51483,PRODOXIID122,18,Household Essentials,    Trash Bags,Joel Acosta,F
CUSTIDXX-51484,PRODOXIID220,10,Apparel and Accessories        ,    T-shirt,Debra Velazquez,F
CUSTIDXX-51486,PRODOXIID139,2,Personal Care and Beauty,    Hair Gel,Amy Harvey,F
CUSTIDXX-51487,PRODOXIID154,1,Pet Supplies,    Dog Toys,Chloe Ross,F
CUSTIDXX-51489,PRODOXIID241,9,Seasonal Items,    Halloween Costume,Destiny Pierce,F
CUSTIDXX-51492,PRODOXIID25,16,Meat and Seafood,Lobster,Victor Sweeney,F
CUSTIDXX-51494,PRODOXIID220,3,Apparel and Accessories        ,    T-shirt,Ms. Jodi Kim DDS,F
CUSTIDXX-51499,PRODOXIID3,16,Produce,Lettuce,John Garcia,F
CUSTIDXX-51501,PRODOXIID48,21,Frozen Foods,    Frozen Fish Fillets,Deborah Miller,F
CUSTIDXX-51505,PRODOXIID80,15,Breakfast and Cereal,    Cereal,Cody Holt,F
CUSTIDXX-51506,PRODOXIID285,25,Ethnic Foods,    Greek Olives,Randy Bond,F
CUSTIDXX-51510,PRODOXIID8,25,Produce,Oranges,Monica Carson,F
CUSTIDXX-51513,PRODOXIID54,2,Canned and Packaged Goods,    Pasta Sauce,Mrs. Erica Rogers,F
CUSTIDXX-51516,PRODOXIID25,3,Meat and Seafood,Lobster,Brian Johnson,F
CUSTIDXX-51517,PRODOXIID293,3,Deli and Prepared Foods,    Ready-to-Eat Sushi,Julie Frye,F
CUSTIDXX-51519,PRODOXIID261,20,Books Music and Movies,    Biography Book,Luis Moore,F
CUSTIDXX-51524,PRODOXIID185,24,Hygiene,    Broom and Dustpan,Charles Ellis,F
CUSTIDXX-51526,PRODOXIID246,12,Seasonal Items,    Winter Gloves,Edward Torres,F
CUSTIDXX-51527,PRODOXIID31,5,Bakery,Bagels,Brenda Parsons,F
CUSTIDXX-51529,PRODOXIID255,6,Outdoor and Garden,    Hammock,Krystal Swanson,F
CUSTIDXX-51530,PRODOXIID279,25,Sports and Fitness,    Sports Towel,Veronica Kelly,F
CUSTIDXX-51534,PRODOXIID272,25,Sports and Fitness,    Exercise Ball,Pamela Lewis,F
CUSTIDXX-51535,PRODOXIID125,22,Household Essentials,    Dish Soap,Betty Carlson,F
CUSTIDXX-51536,PRODOXIID81,4,Breakfast and Cereal,    Oatmeal,Sarah Dawson,F
CUSTIDXX-51537,PRODOXIID184,2,Hygiene,    Mop and Bucket,Clayton Craig,F
CUSTIDXX-51539,PRODOXIID247,21,Seasonal Items,    Spring Planters,Christopher Turner,F
CUSTIDXX-51543,PRODOXIID95,15,Pasta Rice and Grains,    Instant Rice,Amanda Everett,F
CUSTIDXX-51546,PRODOXIID10,2,Dairy ,Milk,Anthony Bradley,F
CUSTIDXX-51548,PRODOXIID138,22,Personal Care and Beauty,    Lotion,Dawn Johnson,F
CUSTIDXX-51549,PRODOXIID194,17,Electronics and Appliances,    Headphones,Joseph Bowen,F
CUSTIDXX-51551,PRODOXIID33,17,Bakery,Donuts,Timothy Bell,F
CUSTIDXX-51552,PRODOXIID274,17,Sports and Fitness,    Fitness Tracker,Eric Armstrong,F
CUSTIDXX-51556,PRODOXIID216,14,Toys and Games,    Play-Doh Set,Thomas Farmer,F
CUSTIDXX-51557,PRODOXIID4,4,Produce,Tomato,Grant Reyes,F
CUSTIDXX-51559,PRODOXIID93,13,Pasta Rice and Grains,    Couscous,Jason Harper,F
CUSTIDXX-51561,PRODOXIID241,24,Seasonal Items,    Halloween Costume,Laura Brown,F
CUSTIDXX-51562,PRODOXIID290,2,Deli and Prepared Foods,    Deli Sandwich,Cory Harris,F
CUSTIDXX-51565,PRODOXIID283,5,Ethnic Foods,    Italian Pasta Sauce,Philip Sampson,F
CUSTIDXX-51568,PRODOXIID75,20,Condiments and Sauces,    Soy Sauce,Lisa Mitchell,F
CUSTIDXX-51571,PRODOXIID50,16,Canned and Packaged Goods,    Canned Beans,April Turner,F
CUSTIDXX-51578,PRODOXIID175,24,Office and School Supplies,    Sticky Notes,Michael Hall,F
CUSTIDXX-51580,PRODOXIID285,14,Ethnic Foods,    Greek Olives,Justin Becker,F
CUSTIDXX-51582,PRODOXIID148,2,Baby and Toddler,    Teething Toys,Amanda Armstrong,F
CUSTIDXX-51584,PRODOXIID192,24,Electronics and Appliances,    Power Strips,Jessica Fox,F
CUSTIDXX-51586,PRODOXIID199,15,Electronics and Appliances,    Wireless Mouse,Mary Morgan,F
CUSTIDXX-51587,PRODOXIID29,5,Meat and Seafood,Lamb,Robert Miller,F
CUSTIDXX-51588,PRODOXIID258,4,Outdoor and Garden,    Bird Feeder,Beth Callahan,F
CUSTIDXX-51589,PRODOXIID277,19,Sports and Fitness,    Water Bottles,John Gonzalez,F
CUSTIDXX-51590,PRODOXIID42,24,Frozen Foods,    Frozen Meals,Charles Crane,F
CUSTIDXX-51592,PRODOXIID240,25,Seasonal Items,    Christmas Lights,William Cross,F
CUSTIDXX-51593,PRODOXIID139,12,Personal Care and Beauty,    Hair Gel,Andrew Le,F
CUSTIDXX-51594,PRODOXIID87,13,Breakfast and Cereal,    Breakfast Sausage,Zachary Rodriguez,F
CUSTIDXX-51596,PRODOXIID31,14,Bakery,Bagels,Jaclyn Glover,F
CUSTIDXX-51597,PRODOXIID14,23,Dairy ,Eggs,John Wilcox,F
CUSTIDXX-51598,PRODOXIID170,25,Office and School Supplies,    Notebooks,Joseph Lamb,F
CUSTIDXX-51599,PRODOXIID257,12,Outdoor and Garden,    Plant Pots,Kathleen Gonzalez,F
CUSTIDXX-51600,PRODOXIID95,20,Pasta Rice and Grains,    Instant Rice,Deanna Lowe,F
CUSTIDXX-51601,PRODOXIID121,20,Household Essentials,    Toilet Paper,Daniel Strong,F
